date,straddle_entry,straddle_exit,pl_points,pl_dollars,open,high,low,close,volume,rsi_14,rsi_7,sma_5,sma_10,ema_5,ema_10,wma_5,wma_10,supertrend,open_ndaq,high_ndaq,low_ndaq,close_ndaq,volume_ndaq,rsi_14_ndaq,rsi_7_ndaq,sma_5_ndaq,sma_10_ndaq,ema_5_ndaq,ema_10_ndaq,wma_5_ndaq,wma_10_ndaq,supertrend_ndaq,open_aapl,high_aapl,low_aapl,close_aapl,volume_aapl,rsi_14_aapl,rsi_7_aapl,sma_5_aapl,sma_10_aapl,ema_5_aapl,ema_10_aapl,wma_5_aapl,wma_10_aapl,supertrend_aapl,open_amzn,high_amzn,low_amzn,close_amzn,volume_amzn,rsi_14_amzn,rsi_7_amzn,sma_5_amzn,sma_10_amzn,ema_5_amzn,ema_10_amzn,wma_5_amzn,wma_10_amzn,supertrend_amzn,open_goog,high_goog,low_goog,close_goog,volume_goog,rsi_14_goog,rsi_7_goog,sma_5_goog,sma_10_goog,ema_5_goog,ema_10_goog,wma_5_goog,wma_10_goog,supertrend_goog,open_msft,high_msft,low_msft,close_msft,volume_msft,rsi_14_msft,rsi_7_msft,sma_5_msft,sma_10_msft,ema_5_msft,ema_10_msft,wma_5_msft,wma_10_msft,supertrend_msft,open_meta,high_meta,low_meta,close_meta,volume_meta,rsi_14_meta,rsi_7_meta,sma_5_meta,sma_10_meta,ema_5_meta,ema_10_meta,wma_5_meta,wma_10_meta,supertrend_meta,open_nvda,high_nvda,low_nvda,close_nvda,volume_nvda,rsi_14_nvda,rsi_7_nvda,sma_5_nvda,sma_10_nvda,ema_5_nvda,ema_10_nvda,wma_5_nvda,wma_10_nvda,supertrend_nvda,exit
2023-10-02 11:00:00,21.700000000000003,31.6,-0.0999999999999996,-9.999999999999964,4282.54004,4295.75,4279.43018,4279.93018,179128394,35.99305187762213,39.49536438400603,4285.505958,4285.352978,4289.97405103221,4296.424081636887,4291.066017333334,4286.197257090909,4328.786141112666,48.27,48.35,48.18,48.18,91470,34.35538730305611,34.86363425176563,48.711,48.531,48.628961031262776,48.68078093722605,48.718,48.6079090909091,49.1613443488109,172.94,174.03999,172.8,173.06,5340641,46.58715406010189,54.39296540909742,170.86408,171.513442,171.70674098835042,172.0636453400925,171.47405333333333,171.2870338181818,174.13208106201,128.17999,129.5,128.08,128.44501,5091419,43.43714716683196,55.82312974862683,125.712742,126.104581,126.55343938962672,126.96559612976247,126.36599,125.98230727272728,128.98890130373658,133.5,134.53999,133.39,133.95,1856594,54.63645118672008,68.39732003677234,132.564,130.982001,132.82514742616132,132.13975735640258,133.19066733333332,131.96200036363638,130.18102134679884,317.0,319.0372,316.79999,317.73981,1651697,47.821539741722376,64.07686176033386,313.45096,312.675478,314.6307948025665,314.4246055254353,314.6796026666667,313.35250909090905,318.2609387044183,304.51999,307.10001,303.92001,304.595,1773415,56.65155279612086,64.00602398267534,303.26454,301.22687499999995,303.58020329720364,302.2756302530435,304.14519133333334,302.531804,307.6446164986882,445.69,450.38,445.28,446.10999,6477185,66.0152306274074,82.91641737861399,430.61982,426.615412,433.8608333649999,429.3327536903487,434.8028126666666,429.539232,424.88707233199807,True
2023-10-02 12:00:00,21.700000000000003,40.9,-2.049999999999997,-204.9999999999997,4280.02979,4299.39014,4274.68018,4298.37012,898322271,40.943900161548754,47.892865296216144,4293.20801,4285.729004,4292.77274068814,4296.777906793817,4295.354071333333,4288.564010181818,4328.786141112666,48.18,48.41,48.0801,48.39,268941,38.001022770855386,41.25763019173122,48.745,48.52,48.549307354175184,48.62791167591222,48.611,48.58227272727273,49.1613443488109,173.06,174.3,172.84,174.1046,6740965,50.31843455064698,60.32677327589472,171.691,171.622002,172.50602732556695,172.43472800553025,172.55422666666666,171.75815345454546,174.13208106201,128.44501,130.47,128.35001,130.25999,7170024,49.544430356748165,64.403192472298,126.80674,126.37758,127.78895625975116,127.564576833442,127.88173933333331,126.73783618181815,123.80093694517176,133.98,135.36,133.935,135.205,2844656,59.44288708197993,74.79841646563365,133.50300199999998,131.6035,133.6184316174409,132.697074200693,134.07100066666666,132.72981836363635,130.7933797258276,317.73999,321.39001,317.13,320.95999,2779859,55.04877547567163,73.01224383544914,315.43796,313.522478,316.74052653504435,315.6128572480834,317.1826126666666,314.858784,310.60827375013486,304.60001,307.04001,304.25,306.95001,2265325,60.625082699577234,71.11955657100246,304.63252,302.151875,304.7034721981358,303.12551747976283,305.3736813333333,303.572374,307.6446164986882,446.10999,451.60999,445.59,451.45001,6145625,69.35075330361757,85.745585352073,437.123824,429.307413,439.7238922433333,433.3540730193762,441.7462093333334,434.0546134545455,426.3546327131412,True
2023-10-02 13:00:00,21.700000000000003,55.0,-7.100000000000001,-710.0000000000001,4298.37012,4300.58008,4265.06006,4269.64014,242734195,36.24054551335524,38.24451296632726,4292.484084,4284.341016,4285.061873792094,4291.843767376759,4287.498114666667,4285.6387621818185,4328.786141112666,48.39,48.425,48.1,48.21,171771,36.14793683927211,37.569670090418775,48.597,48.5155,48.43620490278346,48.55192773483727,48.43266666666666,48.525909090909096,49.1613443488109,174.12,174.21001,172.82001,173.33,5385461,47.65969618326847,54.22349195852696,172.57492000000002,171.69800100000003,172.78068488371133,172.59750473179747,173.10056,172.0686985454545,174.13208106201,130.25999,130.28999,128.745,128.95,5694743,45.70830582435607,55.35081841904066,127.85674,126.57158,128.17597083983412,127.81647195463437,128.59615933333333,127.20554890909092,124.04758381014724,135.22,135.25999,133.85001,134.12,1841021,54.10550511823952,62.10957876848215,134.01299999999998,132.1935,133.78562107829396,132.95578798238515,134.27666666666667,133.1873638181818,130.7933797258276,321.0,321.17001,317.82999,318.56,2016566,49.541188667590106,60.02917631477101,317.08795999999995,314.270479,317.3470176900296,316.1487013847955,318.2232926666667,315.77469709090906,310.65279321440136,306.97,307.17999,303.01001,304.07999,1918474,54.11485350045622,55.51911210952938,305.08051800000004,302.727873,304.4956447987572,303.2990579379877,305.18950466666666,303.9229403636364,307.6446164986882,451.5,451.75,445.79999,446.92999,5632832,63.65568517459303,73.69371398356617,441.4628,431.909912,442.12592482888886,435.82242156130775,445.0149313333333,437.2587183636363,427.1575373255496,False
2023-10-02 14:00:00,21.700000000000003,40.6,0.4000000000000021,40.00000000000021,4269.66016,4272.49023,4260.20996,4271.12988,197029813,36.64693827545716,38.988078044400375,4287.118068,4282.381983,4280.417875861396,4288.07760603553,4280.380046666667,4283.236737454545,4328.786141112666,48.215,48.29,48.07,48.235,206544,36.6102872461904,38.46101655501133,48.42999999999999,48.506,48.36913660185565,48.4943045103214,48.312,48.47490909090909,49.1613443488109,173.32829,173.47,172.73,173.31,3692680,47.58977651918439,54.058744569702725,173.13692,171.733,172.95712325580757,172.7270493260161,173.3455866666667,172.36178927272726,174.13208106201,128.95,129.13,128.265,128.745,3864574,45.11955272332625,53.96595285855549,128.51773999999995,126.68098,128.3656472265561,127.98529523560993,128.892246,127.6007161818182,124.04758381014724,134.12,134.38,133.49001,134.05,1367678,53.77005967795022,61.3265226806456,134.283,132.69549999999998,133.87374738552933,133.1547356219515,134.28900000000002,133.52490927272726,130.7933797258276,318.56,318.95001,317.60001,318.54999,1364455,49.5189353730622,59.97727960570891,318.223958,314.899477,317.7480084600197,316.5852993148327,318.710636,316.55279,310.65279321440136,304.07001,304.45999,302.64999,303.73001,951299,53.3623271997851,53.83895592814957,305.087,303.182243,304.2404331991715,303.3774128583536,304.7393353333334,304.1051470909091,307.6446164986882,446.95499,447.89999,444.70999,447.89999,3815605,64.33260187926965,74.58796676646634,445.201996,434.47991,444.0506132192593,438.0183430956154,447.1606613333333,440.1660052727272,427.1575373255496,True
2023-10-03 11:00:00,25.700000000000003,69.2,-11.0,-1100.0,4277.68994,4277.68994,4238.02002,4241.31006,215941590,31.93664623762849,29.40450676371864,4270.045998,4277.775978,4265.017918160621,4276.852426684941,4262.4473,4273.706358363637,4328.786141112666,47.875,47.88,47.48,47.53,248047,30.07374054916145,25.794656433604345,48.13,48.4205,48.07072737860252,48.2878402093887,48.02033333333333,48.26045454545455,48.93356997367879,173.27,173.3,170.82001,171.3589,5885249,40.85343355793642,38.66535176134277,173.04670000000002,171.95539,172.46279922480338,172.5382379785727,172.66727333333336,172.51431636363634,174.13208106201,127.44,127.45,125.58,126.05,6158230,37.81644925826715,37.43525569893513,128.567016,127.139879,127.69697432291385,127.75909532301158,127.99769,127.81146545454544,124.26924892174084,134.78999,134.82001,133.35001,133.71001,2253690,51.98138462369271,56.736712032017344,134.21300200000002,133.388501,133.84277994912415,133.37846120147165,134.00433666666666,133.87727472727272,130.7933797258276,320.64499,320.73001,315.44861,316.03,1917645,43.78533807966169,46.26999838970725,318.533998,315.992479,317.358005982231,316.77958202067305,317.8773333333333,317.3037089090909,311.33624440241726,306.03,306.04999,301.25,302.29999,2150579,50.01499716978385,46.08681115607895,304.220002,303.742271,303.5490803107429,303.28008596303005,303.59733400000005,304.02978054545457,307.6446164986882,450.02499,450.14999,443.34,444.15231,5272528,59.431297998321206,63.503914393715256,447.54246,439.08114,444.80215365300415,440.5113769483045,446.59276733333337,443.8090036363636,429.7330837493834,False
2023-10-03 12:00:00,25.700000000000003,70.0,-10.2,-1020.0,4241.3999,4245.41016,4227.3999,4230.18018,1020658296,30.362915226274023,26.544777217748152,4256.40801,4274.80801,4253.405338773748,4268.366563651315,4249.158694,4265.052576909091,4306.7103330559885,47.5258,47.62,47.27,47.38,288518,28.84070895402628,23.796676879654463,47.928,48.3365,47.840484919068345,48.122778353136205,47.77033333333334,48.07127272727273,48.66948854886753,171.35001,171.985,171.25,171.63,6574533,42.08819660147064,41.40616161545456,172.55178,172.12139,172.18519948320227,172.3731038006504,172.19504,172.45515454545455,174.13208106201,126.03,126.43,124.96,125.1512,8525150,35.73074636272139,33.47867634508114,127.545258,127.175999,126.84838288194256,127.28493253700948,126.85908466666667,127.44988745454545,124.26924892174084,133.71001,134.13,132.995,133.19,2547009,49.24296700772627,49.87424224803453,133.810002,133.656502,133.62518663274943,133.3441955284768,133.663336,133.84118363636364,130.7933797258276,315.98999,316.49951,313.07999,313.9328,2947422,39.670393828529896,37.89065180586586,317.12856,316.28326000000004,316.2162706548207,316.2619852896416,316.3436006666667,316.9292218181819,311.33624440241726,302.29001,303.14001,299.69,300.04001,2836208,45.36217847226791,36.83837725268972,302.838002,303.73526100000004,302.379390207162,302.6909812424791,302.20400333333333,303.3566421818182,307.6446164986882,444.20999,445.19559,436.14999,438.73499,8903994,53.0627633796936,50.5332352002017,444.999456,441.06164,442.7797657686695,440.18839750315817,443.656944,443.74606727272726,429.7330837493834,False
2023-10-03 13:00:00,25.700000000000003,51.1,-1.3000000000000007,-130.00000000000006,4230.06982,4239.83008,4222.50977,4238.7998,247570125,33.11190025732084,32.4781272590528,4250.239942,4271.362013,4248.536825849165,4262.9907884419845,4243.289290666667,4258.505629636364,4298.854603333705,47.38,47.43,47.24,47.33,268554,28.4223869277584,23.100828869523056,47.752,48.1745,47.6703232793789,47.97863683438416,47.571000000000005,47.88827272727273,48.4659901847436,171.64,172.37,171.36,172.34,4565222,45.30843447845996,48.44526306021718,172.35378,172.46435,172.2367996554682,172.36708492780488,172.12444666666667,172.49490181818183,174.13208106201,125.15,125.7,124.8,125.58,5516601,37.50173610261564,37.174518420633184,126.871258,127.363999,126.42558858796173,126.97494480300772,126.20399866666666,127.15970581818183,124.26924892174084,133.175,133.875,133.03999,133.825,1705635,52.53151313347454,57.24210340422544,133.751002,133.882001,133.69179108849963,133.4316145232992,133.66833533333337,133.87181963636365,130.7933797258276,313.89999,314.66501,313.5,313.79001,2187870,39.39889875133415,37.35331748258848,316.17456200000004,316.631261,315.40751710321376,315.81253523697944,315.23075066666667,316.4759036363636,311.33624440241726,300.01001,301.67999,299.75,301.0643,1792299,47.73533859991138,42.89752568211933,302.234864,303.657691,301.94102680477465,302.39522101657377,301.61276933333335,302.8710129090909,307.6446164986882,438.67001,439.87299,435.97,439.71509,5326353,54.0226908742793,52.57769046265638,443.556476,442.509638,441.75820717911296,440.10234159349307,441.8954886666667,443.50124000000005,429.7330837493834,True
2023-10-03 14:00:00,25.700000000000003,84.38,-16.659999999999997,-1665.9999999999995,4238.68994,4242.29004,4231.14014,4232.81982,196870447,32.16328843421268,30.48505659482069,4242.57793,4264.847999,4243.297823899444,4257.505157816169,4237.482583333333,4251.497958181818,4298.854603333705,47.32,47.33,47.07,47.17,248088,27.0693273307042,20.827170941922294,47.539,47.9845,47.50354885291927,47.83161195540522,47.377,47.705636363636366,48.280848729780224,172.3391,172.80499,171.9649,172.0018,4655232,44.051868950877534,45.41338851122858,172.09214,172.61453,172.1584664369788,172.3006694863858,172.00712,172.41080181818185,174.13208106201,125.59,125.72,125.02,125.1,3768934,36.29602570378509,34.659678728892246,126.142258,127.329999,125.98372572530783,126.6340457479154,125.61357933333332,126.74806963636364,124.26924892174084,133.825,134.37,133.53999,133.875,1352161,52.79088004901289,57.81176236669833,133.71600199999995,133.999501,133.75286072566644,133.51223006451752,133.709668,133.87054672727274,130.7933797258276,313.82501,314.20999,312.53,312.75,1703729,37.39167945106418,33.33619523016949,315.014564,316.61926099999994,314.5216780688092,315.25571064843774,314.08923,315.7702198181819,311.33624440241726,301.01999,301.79999,299.82999,300.095,1069527,45.711931795368855,38.789316844209175,301.507862,303.297431,301.32568453651646,301.9769990135604,300.8994813333333,302.2232509090909,307.6446164986882,439.6676,441.01999,435.5423,436.01501,4848440,49.87568019691936,44.480706248751694,441.17948,443.190738,439.8438081194087,439.3591903946761,439.3816666666667,442.3203985454545,429.7330837493834,False
2023-10-05 11:00:00,25.0,44.32,-0.4800000000000004,-48.00000000000004,4255.62988,4255.7998,4241.39014,4246.81982,173121629,40.99866599004813,48.45649899266608,4244.216016,4237.178954,4242.289434348025,4244.886872968821,4243.597981333333,4239.755778545454,4286.216186122722,48.84,48.9,48.74,48.815,163197,55.93350534078064,71.2479417649465,48.335,47.84092,48.33552466994682,48.14560983019712,48.436,48.10329090909091,47.67131430827564,173.87,173.875,173.07001,173.5701,3853615,52.43057250046275,62.693410248785405,172.947778,172.53857,172.94506849745466,172.74517837646255,173.00320466666668,172.77196290909092,174.13208106201,125.77,125.79,124.97,125.17,3512829,38.93351144851744,37.45028144116205,126.04,125.71612,125.85360168854112,126.08528771758918,125.91333333333333,125.86074909090908,124.26924892174084,135.44,135.455,134.8,135.05,1367794,55.91764192148858,57.40091776770378,135.53000400000002,134.65200199999998,135.20832385591467,134.81572431252616,135.433338,135.06809400000003,132.99705201398902,317.47,317.57999,316.13101,316.67001,1271892,48.49836790819433,52.730629667195785,317.309002,315.623272,316.69495330718235,316.3930101713721,317.00967066666664,316.3859530909091,311.33624440241726,300.67001,301.5,299.5,300.56769,2550578,45.987245999612895,39.94062029493089,303.565534,302.083698,302.6479786331387,302.65174704881423,303.08456066666673,302.6565523636363,307.6446164986882,442.37,445.26389,438.88,444.22989,4731240,58.83452656470303,65.39840070184697,438.546674,437.6904149999999,439.15751152687903,438.543940750753,439.09019266666667,437.98368527272726,429.7330837493834,False
2023-10-05 12:00:00,25.0,38.0,2.7,269.99999999999994,4246.81006,4248.77979,4225.91016,4233.93018,266094415,38.04177023907037,40.56790592707645,4242.44004,4237.553954,4239.503016232017,4242.89474697449,4240.169369333333,4239.165092363636,4286.216186122722,48.815,48.86,48.58,48.725,177841,54.47699163288415,67.46365509269971,48.471,47.97542,48.46534977996456,48.250953497434,48.566,48.26403272727273,47.67131430827564,173.59,173.7562,172.67999,173.60001,6457978,52.588610907362806,63.02188807107207,173.09578,172.735571,173.16338233163646,172.9006023080148,173.22061533333334,172.964952,174.13208106201,125.1781,125.25,124.33,124.72,5644321,37.45392953390986,33.96505052623779,125.756,125.673,125.47573445902742,125.8370535871184,125.47333333333331,125.67963636363636,124.26924892174084,135.05,135.27,134.455,135.22,1759939,56.84272183844877,59.60030714214308,135.468004,134.85500199999998,135.21221590394313,134.88922898297594,135.33000333333334,135.17136636363634,132.99705201398902,316.63,316.87,314.89999,316.19,2025451,47.14104107875142,49.11332872814872,316.924004,315.848992,316.5266355381216,316.35609923112264,316.63667,316.48899454545455,311.33624440241726,300.60501,300.75,299.73001,300.5,2650407,45.84318922432963,39.67369634830913,302.929536,302.129697,301.9319857554258,302.2605203126662,302.062716,302.3686072727272,307.6446164986882,444.17319,444.60001,440.56,442.73999,5184845,56.823219123050336,60.80402712315621,439.353974,438.090915,440.3516710179194,439.30685879607057,440.4879646666667,438.9017898181818,429.7330837493834,False
