date,open,high,low,close,volume,rsi_14,rsi_7,sma_5,sma_10,ema_5,ema_10,wma_5,wma_10,supertrend
2021-10-01 12:00:00,4309.89014,4318.08984,4288.52979,4292.1001,209510145,,,,,,,,,0.0
2021-10-01 13:00:00,4292.1001,4324.93994,4289.18018,4320.0,279786956,,,,,,,,,
2021-10-01 14:00:00,4319.8501,4335.85986,4319.6499,4330.97998,202797069,,,,,,,,,
2021-10-04 12:00:00,4343.54004,4346.52979,4310.66992,4310.79004,194739341,,,,,,,,,
2021-10-04 13:00:00,4310.97998,4313.49023,4286.43018,4293.62988,312572584,,,4309.5,,4309.5,,4309.089973333334,,
2021-10-04 14:00:00,4294.02002,4301.0498,4278.93994,4290.16016,232211975,,,4309.112012,,4303.053386666667,,4302.64336,,
2021-10-05 12:00:00,4326.39014,4354.43018,4326.39014,4353.87012,169630522,,,4315.886036,,4319.992297777779,,4317.562729333334,,
2021-10-05 13:00:00,4354.10986,4365.97021,4346.7002,4361.0,784857182,,76.25368970922823,4321.89004,,4333.6615318518525,,4332.600717333334,,4259.8015656440875
2021-10-05 14:00:00,4361.00977,4365.77002,4352.72998,4355.89014,231574462,,72.04836326637474,4330.91006,,4341.071067901235,,4343.9340839999995,,4274.2905003638125
2021-10-06 12:00:00,4303.70996,4327.75977,4290.49023,4327.75977,192161468,,53.20352254255409,4337.736038,4323.618019,4336.633968600823,4323.618019,4342.883987333333,4331.327461090908,4274.2905003638125
2021-10-06 13:00:00,4328.6001,4328.60986,4309.5498,4310.31006,257480269,,44.7355294952836,4341.766018,4325.439015000001,4327.859332400549,4321.198390090909,4333.741994666667,4328.907832181818,4274.2905003638125
2021-10-06 14:00:00,4310.43018,4326.02002,4306.12012,4310.58984,232805579,,44.89957724524662,4333.109962,4324.497999000001,4322.102834933699,4319.269562801653,4323.349935333333,4326.207982181818,4274.2905003638125
2021-10-07 12:00:00,4420.52002,4429.97021,4419.62988,4427.50977,175923354,,77.48474021813756,4346.411916,4334.150978,4357.2384799558,4338.9496004740795,4354.816538,4344.9373950909085,4288.7866980198105
2021-10-07 13:00:00,4427.5498,4429.54004,4418.99023,4422.3999,234122105,,75.21671731225676,4359.713868,4345.3119639999995,4378.958953303867,4354.122382206065,4380.145866000001,4360.982653636364,4305.483804724123
2021-10-07 14:00:00,4422.43018,4428.97998,4421.97021,4424.99023,192671142,72.73852400725114,75.63844135350665,4379.15996,4358.447999,4394.302712202579,4367.007445441325,4401.904653333334,4375.469611090909,4322.482638360265
2021-10-08 12:00:00,4398.43018,4409.91016,4398.27002,4405.25,142472043,66.26347080383377,65.69879692758563,4398.147948,4369.956983,4397.9518081350525,4373.960637179266,4410.601333333334,4383.979065818181,4322.482638360265
2021-10-08 13:00:00,4405.27002,4407.6499,4394.43994,4404.22021,226123730,65.93373381126904,65.17751897881334,4416.874022,4374.991992,4400.0412754233685,4379.462377692126,4412.625420666666,4390.208743454546,4322.482638360265
2021-10-08 14:00:00,4404.1499,4404.33008,4392.10986,4393.45996,820710398,62.43752359808989,59.42930327585332,4410.06406,4378.237988,4397.84750361558,4382.007392657194,4404.820733333335,4393.566555818182,4322.482638360265
2021-10-11 12:00:00,4407.33984,4415.87988,4407.33984,4413.72021,140758793,66.08421385383267,66.01360292254073,4408.328122000001,4384.020995,4403.13840574372,4387.773359446795,4406.03945,4400.017868909091,4332.007418176264
2021-10-11 13:00:00,4413.72021,4415.29004,4405.81006,4407.77979,201418353,64.11865479586938,62.54156085780998,4404.886034,4392.022997,4404.685533829146,4391.410892274651,4405.856672666667,4404.3376498181815,4338.66932280381
2021-10-11 14:00:00,4407.83984,4414.68994,4396.52979,4399.66016,800817823,61.429183677947066,57.701976044033344,4403.768066,4400.958006999999,4403.0104092194315,4392.910759133805,4404.114714666666,4405.726224909091,4338.66932280381
2021-10-12 12:00:00,4355.68018,4365.25,4350.7002,4356.89014,165058739,49.62203679224114,39.105599216083746,4394.302052000001,4405.5880369999995,4387.636986146288,4386.361555654931,4388.488739333334,4397.713885454546,4338.66932280381
2021-10-12 13:00:00,4356.8999,4367.75,4354.22021,4361.33008,240459319,50.68177834005772,41.39314860412251,4387.8760760000005,4398.9700680000005,4378.868017430859,4381.810378263125,4377.498082,4389.666984181818,4338.66932280381
2021-10-12 14:00:00,4361.52002,4373.81006,4356.99023,4365.33008,194933898,51.66819398951331,43.61929292290251,4378.198050000001,4393.263086000001,4374.355371620573,4378.813960397102,4369.982749999999,4383.550622727273,4338.66932280381
2021-10-13 12:00:00,4345.49023,4346.24023,4329.91992,4334.72998,176479053,44.35882166609873,32.57573917844624,4363.588088,4384.237061,4361.146907747049,4370.798691233993,4355.493393333333,4372.908239818182,4414.4777594110565
2021-10-13 13:00:00,4334.77002,4347.5,4332.49023,4342.58984,1294383681,46.4541833478795,37.330464752941324,4352.174024,4377.971045,4354.961218498032,4365.669809191449,4348.4939773333335,4365.336017818182,4411.814545332039
2021-10-13 14:00:00,4342.58984,4355.43994,4337.4502,4351.43994,930405593,48.792556542824755,42.64382878773116,4351.083984,4372.693018,4353.787458998689,4363.082560247549,4348.249282666667,4360.512180545455,4411.814545332039
2021-10-14 12:00:00,4408.91992,4422.58984,4408.91992,4419.50977,167379877,62.395186596743414,67.42593889236706,4362.719921999999,4375.297999,4375.694895999126,4373.342052929812,4371.057877999999,4369.024317272727,4325.602756678027
2021-10-14 13:00:00,4419.50977,4426.25,4416.89014,4424.62988,239824644,63.18731680370753,68.61591704441024,4374.579882,4376.388966,4392.006557332751,4382.667112397119,4391.694530666666,4377.9937501818185,4340.405438262293
2021-10-14 14:00:00,4424.62012,4434.66992,4423.75,4432.47021,189431890,64.4231513950427,70.53866078574886,4394.127928,4378.858008,4405.494441555168,4391.722221052189,4410.991306666667,4388.19034,4355.040354615973
2021-10-15 12:00:00,4465.7002,4470.60986,4457.79004,4460.97021,168382944,68.55554891569021,76.61460724926414,4417.804002,4384.989013,4423.986364370113,4404.312764497245,4433.272067333333,4403.1198312727265,4384.223482459097
2021-10-15 13:00:00,4460.93018,4468.81006,4460.3999,4465.87988,224765812,69.21885131018404,77.54533418319444,4440.691990000001,4395.887987,4437.950869580076,4415.506785497746,4449.2973600000005,4417.827261636364,4392.515676504024
2021-10-15 14:00:00,4465.87988,4467.22021,4459.8501,4464.00977,181087613,68.62503833775028,76.19767225978471,4449.591990000001,4406.1559560000005,4446.63716972005,4424.3255099527005,4457.069953333334,4430.2130403636365,4398.637529100546
2021-10-18 12:00:00,4466.54004,4471.41992,4465.27979,4470.25977,135835595,69.5647607006743,77.7082044731652,4458.717968,4416.6489249999995,4454.511369813366,4432.677193597664,4463.9592133333335,4441.868279272727,4409.585422791412
2021-10-18 13:00:00,4470.35986,4483.3501,4466.4502,4479.12988,216685511,70.89701627580531,79.82782919133213,4468.049902000001,4431.088915,4462.717539875578,4441.123136579907,4470.763184,4453.228452909091,4417.293954453551
2021-10-18 14:00:00,4478.58984,4483.77979,4477.85986,4480.9502,180724660,71.17586618623119,80.2768391424541,4472.0459,4444.924951,4468.795093250385,4448.364420838106,4475.063283333334,4462.294141090909,4428.931922590111
2021-10-19 12:00:00,4499.7998,4511.12988,4499.3501,4508.9502,143786559,75.12413064259646,85.90647254897169,4480.659964,4460.675977,4482.18012883359,4459.380017049359,4487.364716666667,4473.935095454545,4447.808935332965
2021-10-19 13:00:00,4509.02979,4515.93994,4504.14014,4514.3501,210868886,75.81224080908315,86.75695605255456,4490.72803,4470.1600100000005,4492.903452555727,4469.374577585839,4498.594762,4483.694026909091,4455.766893112942
2021-10-19 14:00:00,4514.39014,4517.37988,4512.37012,4516.52002,176299981,76.09836202368133,87.12130934242276,4499.98008,4479.349024,4500.775641703818,4477.946476206595,4507.192091999999,4492.123119636363,4466.224186952775
2021-10-20 12:00:00,4529.5498,4538.79004,4527.2998,4538.37988,169875014,78.81688265167956,90.2681826983416,4511.830080000001,4489.939991,4513.310387802546,4488.9343678053965,4519.992025333332,4502.856002545455,4481.793558806828
2021-10-20 13:00:00,4538.41992,4540.87012,4531.97021,4534.1499,251276847,76.99203592146323,85.54906768530597,4522.47002,4497.257960000001,4520.256891868365,4497.155373658961,4527.431965333334,4510.894167818182,4488.683559133377
2021-10-20 14:00:00,4534.06006,4539.18018,4532.25977,4537.2998,187491205,77.41144585201364,86.17689016747289,4528.139939999999,4504.399952000001,4525.937861245577,4504.454360266423,4532.375225333333,4518.174502363637,4491.843941834048
2021-10-21 12:00:00,4533.2002,4538.64014,4531.27979,4537.79004,163606498,77.48025096706887,86.28508162975112,4532.827928000001,4511.777979,4529.888587497051,4510.5153929452545,4535.591925333333,4524.245427454545,4494.2023110647415
2021-10-21 13:00:00,4537.77979,4541.93994,4527.60986,4527.62012,234150423,72.54368035778093,72.54337769521503,4535.047947999999,4517.514014,4529.132431664701,4513.625343318844,4533.855989333333,4527.125816727273,4494.2023110647415
2021-10-21 14:00:00,4527.72021,4536.24023,4527.37988,4535.16016,205508444,73.87281142936286,75.86772265908282,4534.404004,4523.117042,4531.1416744431335,4517.5407645336,4533.893393333333,4530.334206909091,4494.2023110647415
2021-10-22 12:00:00,4552.16016,4559.66992,4549.50977,4557.72998,146371456,77.39960926295602,83.03917576665745,4539.12002,4530.79502,4540.004442962089,4524.8478946184,4541.668718666667,4536.627468363636,4510.649024880693
2021-10-22 13:00:00,4557.72021,4557.95996,4533.00977,4537.43018,222433186,68.44989775129115,63.30020773306632,4539.146096,4533.643018000001,4539.146355308059,4527.1355828696,4541.105438666667,4537.8338610909095,4510.649024880693
2021-10-22 14:00:00,4537.43018,4537.97021,4524.0,4537.0498,207011432,68.29055163341734,62.97296631229357,4538.9980479999995,4535.912988,4538.447503538707,4528.938167802399,4540.406673333333,4538.453276,4510.649024880693
2021-10-25 12:00:00,4550.06006,4552.68994,4546.52979,4551.62012,138681363,71.06880094994071,69.92181644440886,4543.798048,4539.422998,4542.838375692471,4533.062159111054,4544.614030666667,4541.309118181817,4510.649024880693
2021-10-25 13:00:00,4551.68018,4559.83008,4550.64014,4559.43018,204480491,72.46160834860935,73.08106612046267,4548.6520519999995,4541.528028000001,4548.368977128314,4537.856344727226,4549.824741333333,4544.946787636364,4510.70020604292
2021-10-25 14:00:00,4559.47998,4567.75,4557.0498,4566.9502,185018923,73.77096010228573,75.92201780719938,4550.496096,4544.8080580000005,4554.562718085544,4543.146136595003,4555.924124,4549.569000727272,4519.642123871374
2021-10-26 12:00:00,4587.08008,4598.52979,4585.83008,4594.72998,167631346,77.9430827404524,83.44978558414923,4561.956056,4550.551076,4567.951805390363,4552.525017214093,4570.6687520000005,4558.645713818181,4541.99344088099
2021-10-26 13:00:00,4594.7998,4597.47998,4591.85986,4596.0498,249641515,78.12114417384457,83.7317023641923,4573.756056,4556.377052,4577.317803593576,4560.438614084258,4582.033333333334,4566.918209090909,4549.24587470763
2021-10-26 14:00:00,4596.06006,4596.75,4578.50977,4580.24023,215916303,70.7529718653466,67.63188540065183,4579.480078,4561.6390630000005,4578.291945729051,4564.038907887119,4584.194724666667,4571.256968727273,4549.24587470763
2021-10-27 12:00:00,4583.70996,4584.56982,4570.66992,4571.7998,198976647,67.11356440573185,60.398397820037594,4581.954002,4565.303027,4576.127897152701,4565.44997918037,4581.634632,4573.104375454545,4549.24587470763
2021-10-27 13:00:00,4571.74023,4577.91016,4569.41016,4575.5,286801970,67.89326426824155,62.452332486697436,4583.6639620000005,4567.080029,4575.918598101801,4567.2772556930295,4579.483298,4574.958370545454,4549.24587470763
2021-10-27 14:00:00,4575.47021,4578.1001,4570.1001,4575.25977,225435186,67.78090607456963,62.20795083478659,4579.769920000001,4570.862988,4575.6989887345335,4568.728621930661,4576.681900666666,4576.4455961818185,4549.24587470763
2021-10-28 12:00:00,4580.81982,4584.5498,4574.62988,4583.56982,202660308,69.65189296657312,67.36218550410233,4577.273923999999,4575.51499,4578.322599156356,4571.427021579631,4577.948533999999,4578.755929272727,4549.24587470763
2021-10-28 13:00:00,4583.64014,4592.6001,4583.64014,4588.81982,258920844,70.80534903777985,70.34336468597903,4578.989842,4579.23496,4581.821672770904,4574.589348565152,4581.797165999999,4581.174989272727,4550.947991491182
2021-10-28 14:00:00,4588.7998,4592.37988,4582.6499,4585.85986,220064636,69.2082259377729,66.35656656323593,4581.801853999999,4581.877928,4583.167735180603,4576.638532462397,4584.087172,4582.379516545455,4551.483202135926
2021-10-29 12:00:00,4585.06982,4588.9502,4578.8999,4579.08984,157814421,65.56542057381694,57.6394677624531,4582.519822,4583.0918919999995,4581.808436787069,4577.0842247419605,4583.183167333334,4581.872591454545,4551.483202135926
