date,open,high,low,close,volume,rsi_14,rsi_7,sma_5,sma_10,ema_5,ema_10,wma_5,wma_10,supertrend
2021-10-01 12:00:00,342.13,342.23001,338.64001,339.19861,1435768,,,,,,,,,0.0
2021-10-01 13:00:00,339.19,344.03,339.19,343.20001,2465443,,,,,,,,,
2021-10-01 14:00:00,343.23001,344.78891,342.42001,343.14999,1595876,,,,,,,,,
2021-10-04 12:00:00,331.23001,331.5145,329.03,329.23721,2837466,,,,,,,,,
2021-10-04 13:00:00,329.28,329.75,326.01001,327.38,4662541,,,336.433164,,336.4331639999999,,333.926496,,
2021-10-04 14:00:00,327.37491,327.70999,322.70001,323.97,7174659,,,333.387442,,332.278776,,329.772108,,
2021-10-05 12:00:00,330.73999,331.75,329.26999,329.76001,2929663,,,330.699442,,331.4391873333334,,328.56296399999997,,
2021-10-05 13:00:00,329.75,333.5444,328.20999,331.6593,6663360,,42.98260154303752,328.401304,,331.51255822222225,,328.88291666666663,,312.2587558210528
2021-10-05 14:00:00,331.64999,334.73999,331.22,334.17999,4607787,,50.40273807021039,329.38986,,332.40170214814816,,330.80914533333333,,315.9860834453924
2021-10-06 12:00:00,327.48001,333.6799,326.35999,332.76999,3866161,,46.45721879840339,330.46785800000004,333.450511,332.5244647654321,333.450511,331.9358553333333,331.81148581818184,315.9860834453924
2021-10-06 13:00:00,332.72501,332.77859,329.73999,331.1257,4006853,,41.985677022488105,331.898998,332.64322000000004,332.05820984362146,333.0278180909091,332.155136,331.3887929090909,315.9860834453924
2021-10-06 14:00:00,331.10999,333.26999,330.78,330.82999,3315417,,41.15457077377722,332.112994,331.40621799999997,331.648803229081,332.6282129834711,331.79879999999997,331.05911472727274,317.04765422812636
2021-10-07 12:00:00,336.60999,336.67001,334.79999,335.29999,2758576,,56.38155420762925,332.841132,330.621218,332.865865486054,333.11399062284,332.861132,331.7670732727273,320.32662621061695
2021-10-07 13:00:00,335.26999,335.29999,333.24011,334.03,4453658,,51.927664122987466,332.811134,331.100497,333.25391032403604,333.2805377823236,333.25742133333335,332.3868518181818,320.3854758093661
2021-10-07 14:00:00,334.03,335.35999,333.39999,334.57349,3593681,48.860825955946574,53.75171169749244,333.171834,331.819846,333.69377021602406,333.5156200037193,333.84487333333334,333.0183050909091,321.78831195668215
2021-10-08 12:00:00,330.42499,333.39999,329.87,333.16031,1908780,45.98068388914431,48.203280032824736,333.578756,332.738877,333.5159501440161,333.4510181848612,333.841032,333.2620258181818,321.78831195668215
2021-10-08 13:00:00,333.16,333.24991,331.04001,331.70001,2107882,43.15017236574596,42.86859716306474,333.75275999999997,332.932877,332.9106367626774,333.132653060341,333.2147833333334,333.0731409090909,321.78831195668215
2021-10-08 14:00:00,331.67001,332.095,330.63,331.4165,1629865,42.60185875162931,41.820281548505434,332.976062,332.908597,332.41259117511834,332.82062523118805,332.43602999999996,332.797436,321.78831195668215
