date,open,high,low,close,volume,rsi_14,rsi_7,sma_5,sma_10,ema_5,ema_10,wma_5,wma_10,supertrend
2021-10-01 12:00:00,140.53999,140.69,139.35001,139.36,11032060,,,,,,,,,0.0
2021-10-01 13:00:00,139.36,140.42,139.11011,140.01801,14301019,,,,,,,,,
2021-10-01 14:00:00,140.02,140.57001,139.97,140.4995,9116045,,,,,,,,,
2021-10-04 12:00:00,140.73,140.88,139.69501,139.745,8052680,,,,,,,,,
2021-10-04 13:00:00,139.75,139.91,138.78999,139.09,15342666,,,139.742502,,139.742502,,139.68830133333333,,
2021-10-04 14:00:00,139.07001,139.35001,138.46001,138.53951,11248408,,,139.578404,,139.34150466666668,,139.287304,,
2021-10-05 12:00:00,139.82001,140.10001,139.58009,139.89999,6452829,,,139.5548,,139.52766644444446,,139.39449933333333,,
2021-10-05 13:00:00,139.91,141.28,139.63,141.09,12690616,,69.87768650366705,139.6729,,140.04844429629634,,139.90623266666668,,136.69998373457295
2021-10-05 14:00:00,141.09,141.89,140.95,141.75,11314073,,74.67579034728332,140.0739,,140.61562953086423,,140.59859933333334,,137.85347607954108
2021-10-06 12:00:00,139.12,140.33031,138.37,140.33031,10386649,,53.34975496857348,140.32196199999998,140.032232,140.52052302057615,140.032232,140.68406933333333,140.247902,137.85347607954108
2021-10-06 13:00:00,140.3219,140.67,139.58501,139.7076,10810098,,46.54732428332515,140.55558000000002,140.06699200000003,140.24954868038412,139.973208,140.47928199999998,140.188878,137.85347607954108
2021-10-06 14:00:00,139.7099,140.455,139.65041,139.8699,8615646,,48.54240579151438,140.549562,140.052181,140.1229991202561,139.9544247272727,140.25072199999997,140.15304309090908,137.85347607954108
2021-10-07 12:00:00,143.85001,144.215,143.78,143.90891,7465669,,75.30426696168475,141.113344,140.393122,141.38496941350408,140.67342204958675,141.37050466666668,140.85426654545455,138.3304337193588
2021-10-07 13:00:00,143.91,144.17999,143.545,143.83,7641689,,74.42205609181264,141.52934399999998,140.801622,142.19997960900272,141.24734531329824,142.27605666666668,141.47915345454547,138.8166061131083
2021-10-07 14:00:00,143.84,144.14999,143.625,143.91,5790090,71.13363432084184,74.77163614046184,142.245282,141.28362199999998,142.7699864060018,141.731464347244,143.06960866666668,142.0443130909091,139.40222777137956
2021-10-08 12:00:00,143.1823,143.9585,143.16499,143.82001,5155631,70.32893642846652,73.45414301286603,143.06776399999998,141.811672,143.1199942706679,142.11119992047236,143.594518,142.50547454545455,139.41020601397614
2021-10-08 13:00:00,143.815,143.86,143.07001,143.3,7237418,65.70354197673373,65.65505410338045,143.753784,142.15167300000002,143.17999618044527,142.3273453894774,143.67193,142.77607963636362,139.5915851190215
2021-10-08 14:00:00,143.28999,143.36,142.81,142.89999,6547876,62.30879126261301,59.94324400067376,143.552,142.332672,143.08666078696353,142.43146259139058,143.387332,142.91213727272728,139.5915851190215
2021-10-11 12:00:00,143.92999,144.81,143.92999,144.5999,6588425,69.51685531148674,72.01426846607835,143.70598,142.61766200000002,143.5910738579757,142.82572393841048,143.73663200000001,143.32436054545454,140.5040679032799
2021-10-11 13:00:00,144.597,144.7,144.19,144.44501,11937302,68.23636415221898,69.77896186919554,143.81298199999998,143.029132,143.87571923865045,143.1201395859722,143.98297533333334,143.65660563636362,140.93162334136767
2021-10-11 14:00:00,144.44501,144.64999,144.0,144.0117,6076507,64.64874307018717,63.36012023537931,143.85132,143.459542,143.9210461591003,143.2822414794318,144.04921466666667,143.83525436363635,141.04568742022323
2021-10-12 12:00:00,141.88499,142.28999,141.53999,141.625,6234193,49.27981541563606,39.820999914278666,143.51632,143.635052,143.15569743940023,142.98092484680782,143.307108,143.50170127272727,141.04568742022323
2021-10-12 13:00:00,141.63,142.185,141.42,142.0,8201188,51.24116461522153,43.65795790334874,143.336322,143.444161,142.77046495960016,142.80257487466093,142.801668,143.20441909090908,141.04568742022323
2021-10-12 14:00:00,142.00999,142.98,141.75011,142.5054,9323076,53.83236149001806,48.791690840369,142.917422,143.311701,142.6821099730668,142.74854307926802,142.524694,143.03373527272726,141.04568742022323
2021-10-13 12:00:00,139.735,140.1803,139.5,139.685,7255266,40.80126712155803,30.624390378131732,141.96542,142.889201,141.68307331537787,142.19153524667382,141.44722000000002,142.37433509090909,144.2868961120788
2021-10-13 13:00:00,139.685,140.11,139.515,139.60001,8657161,40.483246997203786,30.228688826507963,141.08308200000002,142.467201,140.9887188769186,141.72034883818768,140.65875,141.77630036363635,143.87076088695235
2021-10-13 14:00:00,139.60001,140.14799,139.2,140.02699,9478238,42.89152118825267,35.14069690310124,140.76348000000002,142.13989999999998,140.6681425846124,141.41246541306262,140.30671933333332,141.33262563636364,143.55557526230461
2021-10-14 12:00:00,142.7718,143.28999,142.7,142.96001,6702120,56.047949825860414,58.53527640692404,140.95548200000002,142.14590200000004,141.4320983897416,141.69383715614214,141.03889600000002,141.48173654545457,143.55557526230461
2021-10-14 13:00:00,142.965,143.10001,142.64,142.8878,7891047,55.707683068506306,57.93505223831819,141.031962,141.974692,141.91733225982773,141.91092130957082,141.68300200000002,141.61662709090908,143.55557526230461
