date,open,high,low,close,volume,rsi_14,rsi_7,sma_5,sma_10,ema_5,ema_10,wma_5,wma_10,supertrend
2021-10-01 11:00:00,140.53999,140.69,139.35001,139.36,11032060,,,,,,,,,0.0
2021-10-01 12:00:00,139.36,140.42,139.11011,140.01801,14301019,,,,,,,,,
2021-10-01 13:00:00,140.02,140.57001,139.97,140.4995,9116045,,,,,,,,,
2021-10-01 14:00:00,140.495,140.91,140.28,140.7795,6775043,,,,,,,,,
2021-10-01 15:00:00,140.78,141.5517,140.765,141.35001,4221951,,,140.401404,,140.401404,,140.71750466666668,,
2021-10-04 11:00:00,140.73,140.88,139.69501,139.745,8052680,,,140.478404,,140.1826026666667,,140.49870333333334,,
2021-10-04 12:00:00,139.75,139.91,138.78999,139.09,15342666,,,140.292802,,139.8184017777778,,140.035902,,
2021-10-04 13:00:00,139.07001,139.35001,138.46001,138.53951,11248408,,30.260365596029956,139.90080400000002,,139.39210451851855,,139.45147133333333,,135.85444354198899
2021-10-04 14:00:00,138.53,138.905,138.27,138.56,9837956,,30.764160204226467,139.456904,,139.11473634567903,,139.0045366666667,,135.85444354198899
2021-10-04 15:00:00,138.56,138.979,138.535,138.55,4110805,,30.638139740687436,138.896902,139.649153,138.92649089711938,139.649153,138.70223533333333,139.34033909090908,136.22062890545425
2021-10-05 11:00:00,139.82001,140.10001,139.58009,139.89999,6452829,,57.83906142451038,138.9279,139.70315200000002,139.2509905980796,139.69475972727273,139.036598,139.3859458181818,136.91948847733266
2021-10-05 12:00:00,139.91,141.28,139.63,141.09,12690616,,69.95589231721392,139.3279,139.81035100000003,139.86399373205307,139.9484397768595,139.757298,139.6381,137.1793715226457
2021-10-05 13:00:00,141.09,141.89,140.95,141.75,11314073,,74.6668397748452,139.96999799999998,139.935401,140.4926624880354,140.27599618106686,140.5646646666667,139.9907634545455,138.2216080949282
2021-10-05 14:00:00,141.7522,142.00999,141.59,141.765,7371903,,74.77172892160473,140.610998,140.033951,140.9167749920236,140.5467241481456,141.16299866666665,140.3234178181818,138.92166504368146
2021-10-05 15:00:00,141.75999,142.11929,141.755,141.995,3217792,70.46464329910255,76.5114542200639,141.299998,140.09845,141.27618332801575,140.81004703030095,141.62433266666667,140.6799721818182,139.34720193894094
2021-10-06 11:00:00,139.12,140.33031,138.37,140.33031,10386649,52.26363472203444,48.354633719642706,141.38606199999998,140.156981,140.96089221867717,140.72282211570078,141.30110333333332,140.72212854545455,139.34720193894094
2021-10-06 12:00:00,140.3219,140.67,139.58501,139.7076,10810098,47.33790700470941,41.663334642663955,141.109582,140.218741,140.5431281457848,140.53823627648245,140.741616,140.64042290909092,139.34720193894094
2021-10-06 13:00:00,139.7099,140.455,139.65041,139.8699,8615646,48.69511641196183,44.01889001941179,140.733562,140.35178000000002,140.31871876385657,140.41672058984926,140.32838866666668,140.57699727272728,139.34720193894094
2021-10-06 14:00:00,139.85001,140.429,139.56,140.4288,7281407,53.17086002588874,51.83275502955449,140.46632200000002,140.53866,140.3554125092377,140.4189168462403,140.22680133333333,140.5910009090909,139.34720193894094
2021-10-06 15:00:00,140.4216,140.92,140.34,140.9111,5061988,56.68270741087393,57.767488863369465,140.24954200000002,140.77477000000002,140.54064167282513,140.50840469237843,140.37506066666668,140.65871727272727,139.34720193894094
2021-10-07 11:00:00,143.85001,144.215,143.78,143.90891,7465669,71.15997519301946,77.69578126128286,140.965262,141.175662,141.66339778188342,141.12667838467326,141.59484999999998,141.2285609090909,139.80752946344873
2021-10-07 12:00:00,143.91,144.17999,143.545,143.83,7641689,70.49212580352544,76.58597503650671,141.789742,141.44966200000002,142.38559852125562,141.61819140564174,142.54976266666665,141.71116781818185,140.01229774476244
2021-10-07 13:00:00,143.84,144.14999,143.625,143.91,5790090,70.79141830859967,76.97497940540997,142.59776200000002,141.665662,142.89373234750377,142.03488387734322,143.25651533333334,142.158502,140.37365341509823
2021-10-07 14:00:00,143.91499,144.17,143.71001,144.08,5504479,71.45401098326691,77.88584535659719,143.328002,141.897162,143.28915489833588,142.40672317237173,143.75059466666667,142.59747254545454,140.74005974922102
