date,straddle_entry,straddle_exit,pl_points,pl_dollars
2021-10-25 11:00:00,13.89,11.41,2.48,248.0
2021-10-25 12:00:00,13.89,12.85,1.04,104.0
2021-10-25 13:00:00,13.89,12.2,1.69,169.0
2021-10-25 14:00:00,13.89,12.049999999999999,1.84,184.0
2021-10-25 15:00:00,13.89,11.799999999999999,2.09,209.0
2021-10-27 11:00:00,14.4,12.349999999999998,2.05,205.0
2021-10-27 12:00:00,14.4,11.7,2.7,270.0
2021-10-27 13:00:00,14.4,11.749999999999998,2.65,265.0
2021-10-27 14:00:00,14.4,13.95,0.45,45.0
2021-10-27 15:00:00,14.4,10.629999999999999,3.77,377.0
2021-10-29 11:00:00,16.8,15.799999999999999,1.0,100.0
2021-10-29 09:30:00,0.0,0.0,0.0,
2021-11-01 11:00:00,16.44,17.66,-1.22,-122.0
2021-11-01 12:00:00,16.44,20.259999999999998,-3.82,-382.0
2021-11-01 09:30:00,0.0,0.0,0.0,
2021-11-03 11:00:00,22.5,21.68,0.82,82.0
2021-11-03 12:00:00,22.5,20.6,1.9,190.0
2021-11-03 13:00:00,22.5,20.17,2.33,233.0
2021-11-03 14:00:00,22.5,19.9,2.6,260.0
2021-11-03 15:00:00,22.5,19.01,3.49,349.0
2021-11-05 11:00:00,15.3,11.600000000000001,3.7,370.0
2021-11-05 12:00:00,15.3,10.850000000000001,4.45,445.0
2021-11-05 13:00:00,15.3,9.3,6.0,600.0
2021-11-05 14:00:00,15.3,8.15,7.15,715.0
2021-11-05 15:00:00,15.3,7.8500000000000005,7.45,745.0
2021-11-08 11:00:00,15.15,12.57,2.58,258.0
2021-11-08 12:00:00,15.15,10.4,4.75,475.0
2021-11-08 13:00:00,15.15,12.05,3.1,310.0
2021-11-08 14:00:00,15.15,14.450000000000001,0.7,70.0
2021-11-08 15:00:00,15.15,16.25,-1.1,-110.0
2021-11-10 11:00:00,16.0,13.3,2.7,270.0
2021-11-10 12:00:00,16.0,14.75,1.25,125.0
2021-11-10 13:00:00,16.0,12.55,3.45,345.0
2021-11-10 14:00:00,16.0,10.450000000000001,5.55,555.0
2021-11-10 15:00:00,16.0,10.17,5.83,583.0
2021-11-12 11:00:00,15.64,16.63,-0.99,-99.0
2021-11-12 12:00:00,15.64,15.28,0.36,36.0
2021-11-12 13:00:00,15.64,15.479999999999999,0.16,16.0
2021-11-12 14:00:00,15.64,15.18,0.46,46.0
2021-11-12 09:30:00,0.0,0.0,0.0,
2021-11-15 11:00:00,13.7,13.049999999999999,0.65,65.0
2021-11-15 12:00:00,13.7,10.35,3.35,335.0
2021-11-15 13:00:00,13.7,9.649999999999999,4.05,405.0
2021-11-15 14:00:00,13.7,8.739999999999998,4.96,496.0
2021-11-15 15:00:00,13.7,8.6,5.1,510.0
2021-11-17 11:00:00,14.7,13.6,1.1,110.0
2021-11-17 12:00:00,14.7,12.12,2.58,258.0
2021-11-17 13:00:00,14.7,14.95,-0.25,-25.0
2021-11-17 14:00:00,14.7,12.25,2.45,245.0
2021-11-17 09:30:00,0.0,0.0,0.0,
2021-11-19 09:30:00,0.0,0.0,0.0,
2021-11-22 11:00:00,13.29,10.0,3.29,329.0
2021-11-22 12:00:00,13.29,7.699999999999999,5.59,559.0
2021-11-22 13:00:00,13.29,7.199999999999999,6.09,609.0
2021-11-22 14:00:00,13.29,7.1,6.19,619.0
