date,straddle_entry,straddle_exit,pl_points,pl_dollars
2023-10-02 11:00:00,21.700000000000003,31.6,-0.0999999999999996,-9.999999999999964
2023-10-02 12:00:00,21.700000000000003,40.9,-2.049999999999997,-204.9999999999997
2023-10-02 13:00:00,21.700000000000003,55.0,-7.100000000000001,-710.0000000000001
2023-10-02 14:00:00,21.700000000000003,40.6,0.4000000000000021,40.00000000000021
2023-10-02 15:00:00,21.700000000000003,49.0,-3.0700000000000003,-307.0
2023-10-03 11:00:00,25.700000000000003,69.2,-11.0,-1100.0
2023-10-03 12:00:00,25.700000000000003,70.0,-10.2,-1020.0
2023-10-03 13:00:00,25.700000000000003,51.1,-1.3000000000000007,-130.00000000000006
2023-10-03 14:00:00,25.700000000000003,84.38,-16.659999999999997,-1665.9999999999995
2023-10-03 15:00:00,25.700000000000003,81.9,-15.300000000000004,-1530.0000000000005
2023-10-05 11:00:00,25.0,44.32,-0.4800000000000004,-48.00000000000004
2023-10-05 12:00:00,25.0,38.0,2.6999999999999997,269.99999999999994
2023-10-05 13:00:00,25.0,27.12,7.339999999999998,733.9999999999998
2023-10-05 14:00:00,25.0,7.8,9.3,930.0
2023-10-05 15:00:00,25.0,1.9,8.32,832.0
2023-10-09 11:00:00,23.35,33.6,1.75,175.0
2023-10-09 12:00:00,23.35,15.0,6.049999999999999,604.9999999999999
2023-10-09 13:00:00,23.35,12.4,7.749999999999999,774.9999999999999
2023-10-09 14:00:00,23.35,0.8,-10.9,-1090.0
2023-10-09 15:00:00,23.35,0.4,-15.329999999999997,-1532.9999999999995
2023-10-11 11:00:00,25.3,17.0,4.4,440.00000000000006
2023-10-11 12:00:00,25.3,27.6,5.300000000000001,530.0000000000001
2023-10-11 13:00:00,25.3,29.36,6.170000000000002,617.0000000000002
2023-10-11 14:00:00,25.3,27.0,8.100000000000001,810.0000000000001
2023-10-11 15:00:00,25.3,9.76,16.650000000000002,1665.0000000000002
2023-10-12 11:00:00,22.66,13.0,2.3599999999999994,235.99999999999997
