date,straddle_entry,straddle_exit,pl_points,pl_dollars
2021-10-25 11:00:00,13.89,11.41,2.48,248.0
2021-10-25 12:00:00,13.89,12.07,1.82,182.0
2021-10-25 13:00:00,13.89,11.42,2.47,247.0
2021-10-25 14:00:00,13.89,11.27,2.62,262.0
2021-10-25 15:00:00,13.89,11.02,2.87,287.0
2021-10-27 11:00:00,14.4,11.739999999999998,2.66,266.0
2021-10-27 12:00:00,14.4,11.09,3.31,331.0
2021-10-27 13:00:00,14.4,11.14,3.26,326.0
2021-10-27 14:00:00,14.4,13.34,1.06,106.0
2021-10-27 15:00:00,14.4,10.02,4.38,438.0
2021-11-03 11:00:00,22.5,21.68,0.82,82.0
2021-11-03 12:00:00,22.5,20.6,1.9,190.0
2021-11-03 13:00:00,22.5,20.17,2.33,233.0
2021-11-03 14:00:00,22.5,19.9,2.6,260.0
2021-11-03 15:00:00,22.5,17.76,4.74,474.0
2021-11-05 11:00:00,15.3,11.6,3.7,370.0
2021-11-05 12:00:00,15.3,10.36,4.94,494.0
2021-11-05 13:00:00,15.3,8.81,6.49,649.0
2021-11-05 14:00:00,15.3,7.66,7.64,764.0
2021-11-05 15:00:00,15.3,7.36,7.94,794.0
2021-11-08 11:00:00,15.15,12.57,2.58,258.0
2021-11-08 12:00:00,15.15,10.4,4.75,475.0
2021-11-08 13:00:00,15.15,11.46,3.69,369.0
2021-11-08 14:00:00,15.15,13.86,1.29,129.0
2021-11-08 15:00:00,15.15,15.66,-0.51,-51.0
2021-11-10 11:00:00,16.0,16.18,-0.18,-18.0
2021-11-10 12:00:00,16.0,14.079999999999998,1.92,192.0
2021-11-10 13:00:00,16.0,11.88,4.12,412.0
2021-11-10 14:00:00,16.0,9.78,6.22,622.0
2021-11-10 15:00:00,16.0,9.499999999999998,6.5,650.0
2021-11-15 11:00:00,13.7,12.52,1.18,118.0
2021-11-15 12:00:00,13.7,9.82,3.88,388.0
2021-11-15 13:00:00,13.7,9.12,4.58,458.0
2021-11-15 14:00:00,13.7,8.209999999999999,5.49,549.0
2021-11-15 15:00:00,13.7,8.069999999999999,5.63,563.0
2021-11-22 11:00:00,13.29,10.0,3.29,329.0
2021-11-22 12:00:00,13.29,7.239999999999999,6.05,605.0
2021-11-22 13:00:00,13.29,6.739999999999999,6.55,655.0
2021-11-22 14:00:00,13.29,6.64,6.65,665.0
2021-11-22 15:00:00,13.29,6.789999999999999,6.5,650.0
2021-12-03 11:00:00,42.4,34.6,7.8,780.0
2021-12-03 12:00:00,42.4,30.7,11.7,1170.0
2021-12-03 13:00:00,42.4,30.65,11.75,1175.0
2021-12-03 14:00:00,42.4,29.1,13.3,1330.0
2021-12-03 15:00:00,42.4,28.27,14.13,1413.0
2021-12-08 11:00:00,24.0,19.08,4.92,492.0
2021-12-08 12:00:00,24.0,21.6,2.4,240.0
2021-12-08 13:00:00,24.0,22.08,1.92,192.0
2021-12-08 14:00:00,24.0,22.48,1.52,152.0
2021-12-08 15:00:00,24.0,26.55,-2.55,-255.0
2021-12-10 11:00:00,20.3,18.81,1.49,149.0
2021-12-10 12:00:00,20.3,19.76,0.54,54.0
2021-12-10 13:00:00,20.3,20.56,-0.26,-26.0
2021-12-10 14:00:00,20.3,22.66,-2.36,-236.0
2021-12-10 15:00:00,20.3,17.86,2.44,244.0
2021-12-13 11:00:00,22.99,22.34,0.65,65.0
2021-12-13 12:00:00,22.99,18.84,4.15,415.0
2021-12-13 13:00:00,22.99,18.39,4.6,460.0
2021-12-13 14:00:00,22.99,18.04,4.95,495.0
2021-12-13 15:00:00,22.99,19.14,3.85,385.0
2021-12-20 11:00:00,37.7,30.76,6.94,694.0
2021-12-20 12:00:00,37.7,31.08,6.62,662.0
2021-12-20 13:00:00,37.7,27.379999999999995,10.32,1032.0
2021-12-20 14:00:00,37.7,31.879999999999995,5.82,582.0
2021-12-20 15:00:00,37.7,32.279999999999994,5.42,542.0
2021-12-29 11:00:00,16.65,17.58,-0.93,-93.0
2021-12-29 12:00:00,16.65,12.98,3.67,367.0
2021-12-29 13:00:00,16.65,13.27,3.38,338.0
2021-12-29 14:00:00,16.65,14.18,2.47,247.0
2021-12-29 15:00:00,16.65,14.98,1.67,167.0
2021-12-31 11:00:00,19.9,21.23,-1.33,-133.0
2021-12-31 12:00:00,19.9,18.02,1.88,188.0
2021-12-31 13:00:00,19.9,21.83,-1.93,-193.0
2021-12-31 14:00:00,19.9,23.03,-3.13,-313.0
2021-12-31 15:00:00,19.9,22.27,-2.37,-237.0
2022-01-05 11:00:00,18.5,16.07,2.43,243.0
2022-01-05 12:00:00,18.5,16.63,1.87,187.0
2022-01-05 13:00:00,18.5,15.16,3.34,334.0
2022-01-05 14:00:00,18.5,14.96,3.54,354.0
2022-01-05 15:00:00,18.5,12.56,5.94,594.0
2022-01-07 11:00:00,23.95,18.83,5.12,512.0
2022-01-07 12:00:00,23.95,22.629999999999995,1.32,132.0
2022-01-07 13:00:00,23.95,19.28,4.67,467.0
2022-01-07 14:00:00,23.95,18.78,5.17,517.0
2022-01-07 15:00:00,23.95,18.98,4.97,497.0
2022-01-12 11:00:00,24.8,21.34,3.46,346.0
2022-01-12 12:00:00,24.8,19.74,5.06,506.0
2022-01-12 13:00:00,24.8,20.34,4.46,446.0
2022-01-12 14:00:00,24.8,16.29,8.51,851.0
2022-01-12 15:00:00,24.8,15.679999999999998,9.12,912.0
2022-01-14 11:00:00,33.5,31.9,1.6,160.0
2022-01-14 12:00:00,33.5,28.879999999999995,4.62,462.0
2022-01-14 13:00:00,33.5,22.3,11.2,1120.0
2022-01-14 14:00:00,33.5,24.3,9.2,920.0
2022-01-14 15:00:00,33.5,24.8,8.7,870.0
2022-01-21 11:00:00,38.5,53.89999999999999,-15.4,-1540.0
2022-01-21 12:00:00,38.5,53.89999999999999,-15.4,-1540.0
2022-01-21 13:00:00,38.5,53.89999999999999,-15.4,-1540.0
2022-01-21 14:00:00,38.5,53.89999999999999,-15.4,-1540.0
2022-01-21 15:00:00,38.5,53.89999999999999,-15.4,-1540.0
2022-01-24 11:00:00,61.900000000000006,61.7,0.2,20.0
2022-01-24 12:00:00,61.900000000000006,48.13,13.77,1377.0
2022-01-24 13:00:00,61.900000000000006,49.17999999999999,12.72,1272.0
2022-01-24 14:00:00,61.900000000000006,74.75999999999999,-12.86,-1286.0
2022-01-24 15:00:00,61.900000000000006,66.00999999999999,-4.11,-411.0
2022-02-02 11:00:00,29.12,30.018,-0.9,-89.8
2022-02-02 12:00:00,29.12,28.428,0.69,69.2
2022-02-02 13:00:00,29.12,40.328,-11.21,-1120.8
2022-02-02 14:00:00,29.12,35.028,-5.91,-590.8
2022-02-02 15:00:00,29.12,40.768,-11.65,-1164.8
2022-02-07 11:00:00,30.5,34.72,-4.22,-422.0
2022-02-07 12:00:00,30.5,25.02,5.48,548.0
2022-02-07 13:00:00,30.5,23.91,6.59,659.0
2022-02-07 14:00:00,30.5,27.92,2.58,258.0
2022-02-07 15:00:00,30.5,26.22,4.28,428.0
2022-02-18 11:00:00,39.8,34.62,5.18,518.0
2022-02-18 12:00:00,39.8,30.47,9.33,933.0
2022-02-18 13:00:00,39.8,29.12,10.68,1068.0
2022-02-18 14:00:00,39.8,29.77,10.03,1003.0
2022-02-18 15:00:00,39.8,33.8,6.0,600.0
2022-02-23 11:00:00,40.7,35.48,5.22,522.0
2022-02-23 12:00:00,40.7,35.45,5.25,525.0
2022-02-23 13:00:00,40.7,31.38,9.32,932.0
2022-02-23 14:00:00,40.7,28.69,12.01,1201.0
2022-02-23 15:00:00,40.7,26.29,14.41,1441.0
2022-03-04 11:00:00,44.150000000000006,37.39,6.76,676.0
2022-03-04 12:00:00,44.150000000000006,35.59,8.56,856.0
2022-03-04 13:00:00,44.150000000000006,46.89,-2.74,-274.0
2022-03-04 14:00:00,44.150000000000006,37.09,7.06,706.0
2022-03-04 15:00:00,44.150000000000006,32.46,11.69,1169.0
2022-03-07 11:00:00,47.12,41.908,5.21,521.2
2022-03-07 12:00:00,47.12,36.698,10.42,1042.2
2022-03-07 13:00:00,47.12,34.708,12.41,1241.2
2022-03-07 14:00:00,47.12,32.828,14.29,1429.2
2022-03-07 15:00:00,47.12,30.708,16.41,1641.2
2022-03-11 11:00:00,40.05,32.660000000000004,7.39,739.0
2022-03-11 12:00:00,40.05,32.07,7.98,798.0
2022-03-11 13:00:00,40.05,29.47,10.58,1058.0
2022-03-11 14:00:00,40.05,28.36,11.69,1169.0
2022-03-11 15:00:00,40.05,25.67,14.38,1438.0
2022-03-16 11:00:00,47.63,50.828,-3.2,-319.8
2022-03-16 12:00:00,47.63,51.148,-3.52,-351.8
2022-03-16 13:00:00,47.63,55.27799999999999,-7.65,-764.8
2022-03-16 14:00:00,47.63,56.328,-8.7,-869.8
2022-03-16 15:00:00,47.63,66.68199999999999,-19.05,-1905.2
2022-03-21 11:00:00,33.29,27.34,5.95,595.0
2022-03-21 12:00:00,33.29,26.78,6.51,651.0
2022-03-21 13:00:00,33.29,46.606,-13.32,-1331.6
2022-03-21 14:00:00,33.29,46.606,-13.32,-1331.6
2022-03-21 15:00:00,33.29,46.606,-13.32,-1331.6
2022-03-25 11:00:00,27.44,26.906,0.53,53.4
2022-03-25 12:00:00,27.44,38.416,-10.98,-1097.6
2022-03-25 13:00:00,27.44,38.416,-10.98,-1097.6
2022-03-25 14:00:00,27.44,38.416,-10.98,-1097.6
2022-03-25 15:00:00,27.44,38.416,-10.98,-1097.6
2022-03-28 11:00:00,23.37,27.492,-4.12,-412.2
2022-03-28 12:00:00,23.37,17.462,5.91,590.8
2022-03-28 13:00:00,23.37,18.592,4.78,477.8
2022-03-28 14:00:00,23.37,19.592,3.78,377.8
2022-03-28 15:00:00,23.37,29.692,-6.32,-632.2
2022-03-30 11:00:00,22.0,20.92,1.08,108.0
2022-03-30 12:00:00,22.0,19.72,2.28,228.0
2022-03-30 13:00:00,22.0,18.82,3.18,318.0
2022-03-30 14:00:00,22.0,16.81,5.19,519.0
2022-03-30 15:00:00,22.0,15.37,6.63,663.0
2022-04-01 11:00:00,26.5,28.12,-1.62,-162.0
2022-04-01 12:00:00,26.5,20.02,6.48,648.0
2022-04-01 13:00:00,26.5,18.9,7.6,760.0
2022-04-01 14:00:00,26.5,20.04,6.46,646.0
2022-04-01 15:00:00,26.5,24.32,2.18,218.0
2022-04-11 11:00:00,27.26,25.16,2.1,210.0
2022-04-11 12:00:00,27.26,22.06,5.2,520.0
2022-04-11 13:00:00,27.26,21.16,6.1,610.0
2022-04-11 14:00:00,27.26,20.41,6.85,685.0
2022-04-11 15:00:00,27.26,20.61,6.65,665.0
2022-04-27 11:00:00,45.6,43.04,2.56,256.0
2022-04-27 12:00:00,45.6,43.44,2.16,216.0
2022-04-27 13:00:00,45.6,49.47,-3.87,-387.0
2022-04-27 14:00:00,45.6,49.24,-3.64,-364.0
2022-04-27 15:00:00,45.6,32.64,12.96,1296.0
2022-04-29 11:00:00,42.3,33.79,8.51,851.0
2022-04-29 12:00:00,42.3,32.08,10.22,1022.0
2022-04-29 13:00:00,42.3,29.82,12.48,1248.0
2022-04-29 14:00:00,42.3,29.44,12.86,1286.0
2022-04-29 15:00:00,42.3,29.17,13.13,1313.0
2022-05-02 11:00:00,50.74,71.036,-20.3,-2029.6
2022-05-02 12:00:00,50.74,71.036,-20.3,-2029.6
2022-05-02 13:00:00,50.74,71.036,-20.3,-2029.6
2022-05-02 14:00:00,50.74,71.036,-20.3,-2029.6
2022-05-02 15:00:00,50.74,71.036,-20.3,-2029.6
2022-05-09 11:00:00,55.03,49.74,5.29,529.0
2022-05-09 12:00:00,55.03,47.54,7.49,749.0
2022-05-09 13:00:00,55.03,44.14,10.89,1089.0
2022-05-09 14:00:00,55.03,42.74,12.29,1229.0
2022-05-09 15:00:00,55.03,41.14,13.89,1389.0
2022-05-11 11:00:00,62.400000000000006,46.4,16.0,1600.0
2022-05-11 12:00:00,62.400000000000006,40.3,22.1,2210.0
2022-05-11 13:00:00,62.400000000000006,49.08,13.32,1332.0
2022-05-11 14:00:00,62.400000000000006,46.58,15.82,1582.0
2022-05-11 15:00:00,62.400000000000006,45.41,16.99,1699.0
2022-05-13 11:00:00,47.66,47.05,0.61,61.0
2022-05-13 12:00:00,47.66,43.3,4.36,436.0
2022-05-13 13:00:00,47.66,40.3,7.36,736.0
2022-05-13 14:00:00,47.66,49.28,-1.62,-162.0
2022-05-13 15:00:00,47.66,39.61,8.05,805.0
2022-05-18 11:00:00,40.400000000000006,35.85,4.55,455.0
2022-05-18 12:00:00,40.400000000000006,30.87,9.53,953.0
2022-05-18 13:00:00,40.400000000000006,30.04,10.36,1036.0
2022-05-18 14:00:00,40.400000000000006,28.51,11.89,1189.0
2022-05-18 15:00:00,40.400000000000006,28.19,12.21,1221.0
2022-06-01 11:00:00,33.0,25.7,7.3,730.0
2022-06-01 12:00:00,33.0,21.85,11.15,1115.0
2022-06-01 13:00:00,33.0,21.9,11.1,1110.0
2022-06-01 14:00:00,33.0,22.5,10.5,1050.0
2022-06-01 15:00:00,33.0,22.3,10.7,1070.0
2022-06-03 11:00:00,38.1,32.69,5.41,541.0
2022-06-03 12:00:00,38.1,30.04,8.06,806.0
2022-06-03 13:00:00,38.1,33.59,4.51,451.0
2022-06-03 14:00:00,38.1,28.64,9.46,946.0
2022-06-03 15:00:00,38.1,28.44,9.66,966.0
2022-06-06 11:00:00,30.160000000000004,25.9,4.26,426.0
2022-06-06 12:00:00,30.160000000000004,24.084000000000003,6.08,607.6
2022-06-06 13:00:00,30.160000000000004,20.934,9.23,922.6
2022-06-06 14:00:00,30.160000000000004,21.584,8.58,857.6
2022-06-06 15:00:00,30.160000000000004,19.884,10.28,1027.6
2022-06-08 11:00:00,30.6,32.24,-1.64,-164.0
2022-06-08 12:00:00,30.6,33.74,-3.14,-314.0
2022-06-08 13:00:00,30.6,25.730000000000004,4.87,487.0
2022-06-08 14:00:00,30.6,23.950000000000003,6.65,665.0
2022-06-08 15:00:00,30.6,23.360000000000003,7.24,724.0
2022-06-10 11:00:00,45.69,41.97,3.72,372.0
2022-06-10 12:00:00,45.69,41.5,4.19,419.0
2022-06-10 13:00:00,45.69,38.0,7.69,769.0
2022-06-10 14:00:00,45.69,38.8,6.89,689.0
2022-06-10 15:00:00,45.69,48.6,-2.91,-291.0
2022-06-13 11:00:00,50.6,41.08,9.52,952.0
2022-06-13 12:00:00,50.6,44.68,5.92,592.0
2022-06-13 13:00:00,50.6,42.69,7.91,791.0
2022-06-13 14:00:00,50.6,44.04,6.56,656.0
2022-06-13 15:00:00,50.6,36.08,14.52,1452.0
2022-06-17 11:00:00,43.2,35.919999999999995,7.28,728.0
2022-06-17 12:00:00,43.2,35.62,7.58,758.0
2022-06-17 13:00:00,43.2,37.22,5.98,598.0
2022-06-17 14:00:00,43.2,41.72,1.48,148.0
2022-06-17 15:00:00,43.2,41.81999999999999,1.38,138.0
2022-06-24 11:00:00,31.3,43.81999999999999,-12.52,-1252.0
2022-06-24 12:00:00,31.3,43.81999999999999,-12.52,-1252.0
2022-06-24 13:00:00,31.3,43.81999999999999,-12.52,-1252.0
2022-06-24 14:00:00,31.3,43.81999999999999,-12.52,-1252.0
2022-06-24 15:00:00,31.3,43.81999999999999,-12.52,-1252.0
2022-06-27 11:00:00,35.879999999999995,33.0,2.88,288.0
2022-06-27 12:00:00,35.879999999999995,31.2,4.68,468.0
2022-06-27 13:00:00,35.879999999999995,31.5,4.38,438.0
2022-06-27 14:00:00,35.879999999999995,37.4,-1.52,-152.0
2022-06-27 15:00:00,35.879999999999995,32.8,3.08,308.0
2022-06-29 11:00:00,35.2,39.08,-3.88,-388.0
2022-06-29 12:00:00,35.2,37.98,-2.78,-278.0
2022-06-29 13:00:00,35.2,49.28,-14.08,-1408.0
2022-06-29 14:00:00,35.2,49.28,-14.08,-1408.0
2022-06-29 15:00:00,35.2,49.28,-14.08,-1408.0
2022-07-01 11:00:00,34.8,26.06,8.74,874.0
2022-07-01 12:00:00,34.8,25.21,9.59,959.0
2022-07-01 13:00:00,34.8,24.46,10.34,1034.0
2022-07-01 14:00:00,34.8,29.76,5.04,504.0
2022-07-01 15:00:00,34.8,36.99,-2.19,-219.0
2022-07-15 11:00:00,32.3,35.46,-3.16,-316.0
2022-07-15 12:00:00,32.3,36.33,-4.03,-403.0
2022-07-15 13:00:00,32.3,33.36,-1.06,-106.0
2022-07-15 14:00:00,32.3,32.629999999999995,-0.33,-33.0
2022-07-15 15:00:00,32.3,31.9,0.4,40.0
2022-07-18 11:00:00,26.02,21.6,4.42,442.0
2022-07-18 12:00:00,26.02,18.91,7.11,711.0
2022-07-18 13:00:00,26.02,17.6,8.42,842.0
2022-07-18 14:00:00,26.02,18.228,7.79,779.2
2022-07-18 15:00:00,26.02,17.227999999999998,8.79,879.2
2022-07-22 11:00:00,29.55,25.25,4.3,430.0
2022-07-22 12:00:00,29.55,24.26,5.29,529.0
2022-07-22 13:00:00,29.55,20.16,9.39,939.0
2022-07-22 14:00:00,29.55,18.56,10.99,1099.0
2022-07-22 15:00:00,29.55,18.23,11.32,1132.0
2022-07-25 11:00:00,27.69,27.766,-0.08,-7.6
2022-07-25 12:00:00,27.69,29.866,-2.18,-217.6
2022-07-25 13:00:00,27.69,28.816,-1.13,-112.6
2022-07-25 14:00:00,27.69,21.166,6.52,652.4
2022-07-25 15:00:00,27.69,17.866,9.82,982.4
2022-07-29 11:00:00,29.45,33.7,-4.25,-425.0
2022-07-29 12:00:00,29.45,31.4,-1.95,-195.0
2022-07-29 13:00:00,29.45,26.9,2.55,255.0
2022-07-29 14:00:00,29.45,25.6,3.85,385.0
2022-07-29 15:00:00,29.45,24.0,5.45,545.0
2022-08-05 11:00:00,27.5,28.4,-0.9,-90.0
2022-08-05 12:00:00,27.5,38.5,-11.0,-1100.0
2022-08-05 13:00:00,27.5,38.5,-11.0,-1100.0
2022-08-05 14:00:00,27.5,38.5,-11.0,-1100.0
2022-08-05 15:00:00,27.5,38.5,-11.0,-1100.0
2022-08-08 11:00:00,24.48,24.292,0.19,18.8
2022-08-08 12:00:00,24.48,17.392,7.09,708.8
2022-08-08 13:00:00,24.48,15.392,9.09,908.8
2022-08-08 14:00:00,24.48,15.252,9.23,922.8
2022-08-08 15:00:00,24.48,15.142,9.34,933.8
2022-08-10 11:00:00,26.2,35.84,-9.64,-964.0
2022-08-10 12:00:00,26.2,36.67999999999999,-10.48,-1048.0
2022-08-10 13:00:00,26.2,36.67999999999999,-10.48,-1048.0
2022-08-10 14:00:00,26.2,36.67999999999999,-10.48,-1048.0
2022-08-10 15:00:00,26.2,36.67999999999999,-10.48,-1048.0
2022-08-15 11:00:00,22.66,21.34,1.32,132.0
2022-08-15 12:00:00,22.66,31.724,-9.06,-906.4
2022-08-15 13:00:00,22.66,31.724,-9.06,-906.4
2022-08-15 14:00:00,22.66,31.724,-9.06,-906.4
2022-08-15 15:00:00,22.66,31.724,-9.06,-906.4
2022-08-17 11:00:00,25.1,23.4,1.7,170.0
2022-08-17 12:00:00,25.1,21.2,3.9,390.0
2022-08-17 13:00:00,25.1,25.9,-0.8,-80.0
2022-08-17 14:00:00,25.1,24.85,0.25,25.0
2022-08-17 15:00:00,25.1,35.14,-10.04,-1004.0
2022-08-19 11:00:00,27.51,23.51,4.0,400.0
2022-08-19 12:00:00,27.51,20.38,7.13,713.0
2022-08-19 13:00:00,27.51,17.31,10.2,1020.0
2022-08-19 14:00:00,27.51,14.0,13.51,1351.0
2022-08-19 15:00:00,27.51,13.72,13.79,1379.0
2022-08-22 11:00:00,25.9,20.84,5.06,506.0
2022-08-22 12:00:00,25.9,23.94,1.96,196.0
2022-08-22 13:00:00,25.9,20.24,5.66,566.0
2022-08-22 14:00:00,25.9,15.39,10.51,1051.0
2022-08-22 15:00:00,25.9,14.339999999999998,11.56,1156.0
2022-08-29 11:00:00,32.849999999999994,45.99,-13.14,-1314.0
2022-08-29 12:00:00,32.849999999999994,45.99,-13.14,-1314.0
2022-08-29 13:00:00,32.849999999999994,45.99,-13.14,-1314.0
2022-08-29 14:00:00,32.849999999999994,45.99,-13.14,-1314.0
2022-08-29 15:00:00,32.849999999999994,45.99,-13.14,-1314.0
2022-08-31 11:00:00,30.5,31.62,-1.12,-112.0
2022-08-31 12:00:00,30.5,31.42,-0.92,-92.0
2022-08-31 13:00:00,30.5,25.5,5.0,500.0
2022-08-31 14:00:00,30.5,23.02,7.48,748.0
2022-08-31 15:00:00,30.5,21.69,8.81,881.0
2022-09-02 11:00:00,33.7,30.44,3.26,326.0
2022-09-02 12:00:00,33.7,28.14,5.56,556.0
2022-09-02 13:00:00,33.7,47.18,-13.48,-1348.0
2022-09-02 14:00:00,33.7,47.18,-13.48,-1348.0
2022-09-02 15:00:00,33.7,47.18,-13.48,-1348.0
2022-09-12 11:00:00,27.6,24.700000000000003,2.9,290.0
2022-09-12 12:00:00,27.6,23.239999999999995,4.36,436.0
2022-09-12 13:00:00,27.6,24.34,3.26,326.0
2022-09-12 14:00:00,27.6,25.739999999999995,1.86,186.0
2022-09-12 15:00:00,27.6,20.84,6.76,676.0
2022-09-23 11:00:00,39.6,34.6,5.0,500.0
2022-09-23 12:00:00,39.6,30.97,8.63,863.0
2022-09-23 13:00:00,39.6,35.7,3.9,390.0
2022-09-23 14:00:00,39.6,34.29,5.31,531.0
2022-09-23 15:00:00,39.6,26.8,12.8,1280.0
2022-09-26 11:00:00,39.8,34.3,5.5,550.0
2022-09-26 12:00:00,39.8,34.440000000000005,5.36,536.0
2022-09-26 13:00:00,39.8,30.340000000000003,9.46,946.0
2022-09-26 14:00:00,39.8,27.74,12.06,1206.0
2022-09-26 15:00:00,39.8,28.64,11.16,1116.0
2022-09-30 11:00:00,45.1,39.04,6.06,606.0
2022-09-30 12:00:00,45.1,50.81999999999999,-5.72,-572.0
2022-09-30 13:00:00,45.1,49.22,-4.12,-412.0
2022-09-30 14:00:00,45.1,57.99,-12.89,-1289.0
2022-09-30 15:00:00,45.1,63.13999999999999,-18.04,-1804.0
2022-10-04 11:00:00,32.18,26.99,5.19,519.0
2022-10-04 12:00:00,32.18,24.15,8.03,803.0
2022-10-04 13:00:00,32.18,21.35,10.83,1083.0
2022-10-04 14:00:00,32.18,29.872,2.31,230.8
2022-10-04 15:00:00,32.18,31.872,0.31,30.8
2022-10-06 11:00:00,34.8,41.4,-6.6,-660.0
2022-10-06 12:00:00,34.8,33.2,1.6,160.0
2022-10-06 13:00:00,34.8,36.7,-1.9,-190.0
2022-10-06 14:00:00,34.8,33.099999999999994,1.7,170.0
2022-10-06 15:00:00,34.8,24.25,10.55,1055.0
2022-10-10 11:00:00,30.8,43.12,-12.32,-1232.0
2022-10-10 12:00:00,30.8,43.12,-12.32,-1232.0
2022-10-10 13:00:00,30.8,43.12,-12.32,-1232.0
2022-10-10 14:00:00,30.8,43.12,-12.32,-1232.0
2022-10-10 15:00:00,30.8,43.12,-12.32,-1232.0
2022-10-12 11:00:00,37.9,39.98,-2.08,-208.0
2022-10-12 12:00:00,37.9,45.25,-7.35,-735.0
2022-10-12 13:00:00,37.9,40.78,-2.88,-288.0
2022-10-12 14:00:00,37.9,34.68,3.22,322.0
2022-10-12 15:00:00,37.9,28.879999999999995,9.02,902.0
2022-10-14 11:00:00,47.88,45.64999999999999,2.23,223.0
2022-10-14 12:00:00,47.88,36.2,11.68,1168.0
2022-10-14 13:00:00,47.88,35.49999999999999,12.38,1238.0
